NO POLISI,NOPOL LAMA,OPD,NAMA PEMILIK,JENIS_KB,MEREK_KB,TYPE_KB,TAHUN_KB,NOKA,NOSIN,AKHIR_PKB,AKHIR_STNK,LOKASI,STATUS_KB,STATUS_TAGIHAN,KETERANGAN
KTVP 8136, ,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,KANTOR DINAS PEKERJAAN UMUM DAN PENATAAN,F,TOYOTA,HILUX PICK UP 2.4 DSL MT GUN112R-BTMLXD,2023,MR0CB8BB2P0026020,2GD-1393811,12/22/2026,12/22/2028,DINAS PU DAN PENATAAN RUANG,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8137, ,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,KANTOR DINAS PEKERJAAN UMUM DAN PENATAAN,F,TOYOTA,HILUX 2.4G DC 4X4 M/T (GUN125R-DTFSXD),2023,MR0KB8CD2P1220147,2GD-1464944,12/22/2026,12/22/2028,DINAS PU DAN PENATAAN RUANG,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8138, ,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,F,TOYOTA,HILUX 2.4V DC 4X4 AT (GUN125R-DTTHXD),2023,MR0BB3CD5P5801864,2GD-5381027,12/15/2026,12/15/2028,DINAS PU DAN PENATAAN RUANG,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8139, ,"DINAS PENDIDIKAN, PEMUDA DAN OLAHRAGA",DISDIKPORA KAB. PPU,F,TOYOTA,HILUX 2.4G DC 4X4 M/T (GUN125R-DTFSXD),2023,MR0KB8CD4P1220179,2GD-1466414,2/23/2027,2/23/2029,DISDIKPORA,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8140, ,DINAS LINGKUNGAN HIDUP,DINAS LINGKUNGAN HIDUP KABUPATEN PENAJAM,G,ISUZU,NMR81U-HAYIN45.8 (4X2) M/T,2023,MHCNMR81HPJ112093,G112093,5/2/2027,5/2/2029,DINAS LINGKUNGAN HIDUP,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8141, ,DINAS LINGKUNGAN HIDUP,DINAS LINGKUNGAN HIDUP KABUPATEN PENAJAM,G,ISUZU,NMR81U-HAYIN45.8 (4X2) M/T,2023,MHCNMR81HPJ107841,G107841,5/2/2026,5/2/2029,DINAS LINGKUNGAN HIDUP,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8142, ,DINAS LINGKUNGAN HIDUP,DINAS LINGKUNGAN HIDUP KABUPATEN PENAJAM,G,ISUZU,NMR81U-HAYIN45.8 (4X2) M/T,2023,MHCNMR81HPJ107837,G107837,5/2/2026,5/2/2029,DINAS LINGKUNGAN HIDUP,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8144, ,"DINAS PENDIDIKAN, PEMUDA DAN OLAHRAGA",DISDIKPORA KAB. PPU,F,TOYOTA,HILUX PICK UP 2.0 MT (TGN110R-BTMLKD),2022,MR0CW8BB7N0047253,1TR-B043530,2/28/2026,2/28/2029,DISDIKPORA,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8154, ,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,DINAS PENANGGULANGAN KEBAKARAN DAN PENYE,F,TOYOTA,HILUX 2.4E DC 4X4 MT (GUN125R-DTFLXD),2023,MR0DB8CD7P0130927,2GD-D318886,1/9/2026,1/9/2029,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,BAIK,AKTIF,TERCATAT DI BKAD
KTVP 8157, ,DINAS LINGKUNGAN HIDUP,DINAS LINGKUNGAN HIDUP KABUPATEN PENAJAM,F,SUZUKI,GC415V 4X2 MT BLIND VAN PS,2023,MHYGDN41VPJ401179,G15AID447812,3/28/2026,3/28/2029,DINAS LINGKUNGAN HIDUP,BAIK,AKTIF,TERCATAT DI BKAD
